timestamp,odom_x,odom_y,cam_x,cam_y
1758607103.0872703,0.0,0.0,-1.5034982994892303,-32.66780633886128
1758607103.5213592,0.0,0.0,-42.602288354667046,-33.36337162087091
1758607103.7009394,0.0,0.0,-27.699060021893665,-32.61250169988159
1758607103.8741238,0.0,0.0,18.75431718929031,-31.444723062306252
1758607104.0376158,0.0,0.0,-21.627512574519955,-34.745408572258725
1758607104.2325213,0.0,0.0,-76.14438833877202,-26.97881629469657
1758607104.4012072,0.0,0.0,-69.94246321069328,-29.228738448517106
1758607104.558291,0.0,0.0,-69.94246321069328,-29.228738448517106
1758607104.721927,0.0,0.0,-14.211341573744583,-34.56811151311558
1758607104.8982692,0.10636749509466402,-14.900540386153944,31.641635228539574,-34.1432485464976
1758607105.0611885,0.12958068729360833,-28.993039239751177,5.834721416285447,-35.91932094807851
1758607105.2564137,0.17539248147898698,-47.14892865101071,24.30080878193441,-42.32136827787144
1758607105.4277542,0.1601962728782469,-63.94028739818876,49.64409734444648,-53.7644564838763
1758607105.6059296,0.15305860094548632,-82.3814450268001,49.64409734444648,-53.7644564838763
1758607105.7867115,0.15211867862921966,-100.45962913017345,47.5210924452403,-72.42987131381437
1758607105.960342,0.007960376332399766,-117.04071293341904,82.52613777768994,-97.65400721968592
1758607106.122965,-0.187936221293837,-132.81394370816065,-50.08924493201946,-116.47288234424752
1758607106.2905228,-0.5088565036652771,-150.06940448457144,-65.9078574786581,-128.21237069829613
1758607106.482922,-0.7802687477516554,-169.69225242820917,-52.94108168149279,-162.79821746545895
1758607106.6710887,-0.8594357187139638,-189.16733651940453,-10.474496483429895,-191.42526784667143
1758607106.845141,-0.700591992286151,-205.87559637346988,-65.81726694944096,-210.39812128813423
1758607107.0209682,-0.6659541398814728,-222.7549782531081,72.20149241582473,-223.0757197924662
1758607107.1857576,-0.7394011325116321,-239.23375839968253,72.20149241582473,-223.0757197924662
1758607107.3518953,-0.8126028875240413,-256.51192364731264,101.96904332215868,-231.31521302835074
1758607107.5245223,-0.7967804181963736,-274.03355418141825,192.5230530409221,-234.0469005961553
1758607107.7000165,-0.6207448079978369,-291.1433325436771,-136.43276919549737,-275.89615622463157
1758607107.8656604,-0.44699943526820873,-307.54116121150054,42.74564827929438,-332.76456661931525
1758607108.0329487,-0.26227614398168686,-324.6872172767654,42.74564827929438,-332.76456661931525
1758607108.2031221,-0.198354921282009,-341.7895251852763,-89.12158487691687,-330.3644857467232
1758607108.3797553,-0.05130842634267224,-358.6573471732543,134.14931872221317,-346.60770454954377
1758607108.558414,0.20072694811259667,-375.8067327462916,3.2541245205436624,-381.18193277264766
1758607108.7875683,0.20072694811259667,-375.8067327462916,54.125996149194464,-390.9646155238538
1758607108.9527566,0.42820802841782274,-389.51547542060825,109.89901270498328,-406.188033008298
1758607109.1325214,0.42820802841782274,-389.51547542060825,-99.07630666548906,-416.5690972189127
1758607109.3126256,0.42820802841782274,-389.51547542060825,97.95740668029796,-414.56436230037536
1758607109.4882479,0.42820802841782274,-389.51547542060825,179.00328037809538,-423.2647136206109
1758607109.6508265,0.42820802841782274,-389.51547542060825,179.00328037809538,-423.2647136206109
1758607109.857571,0.42820802841782274,-389.51547542060825,164.18916767907615,-427.3876995900383
1758607110.0399117,0.42820802841782274,-389.51547542060825,164.18916767907615,-427.3876995900383
1758607110.2212229,0.42820802841782274,-389.51547542060825,130.6131115108886,-437.25776287737506
1758607110.3860714,0.42820802841782274,-389.51547542060825,52.47573960848828,-429.968081139613
1758607110.5561512,0.7644318506680048,-404.4787127367521,-12.213204399874094,-452.83426198485995
1758607110.73991,0.7644318506680048,-404.4787127367521,-50.550827770591496,-446.60341615672417
1758607110.907614,0.7644318506680048,-404.4787127367521,172.60653862353107,-435.9579396914105
1758607111.0766485,0.7644318506680048,-404.4787127367521,7.131782698170163,-472.62238282149565
1758607111.2433872,0.7644318506680048,-404.4787127367521,-123.9433766270935,-453.0257913787226
1758607111.4169042,0.7644318506680048,-404.4787127367521,-123.9433766270935,-453.0257913787226
1758607111.5830963,0.7644318506680048,-404.4787127367521,142.0153644133967,-456.80141043531046
1758607111.7544413,0.7644318506680048,-404.4787127367521,142.0153644133967,-456.80141043531046
1758607111.9274616,0.7644318506680048,-404.4787127367521,198.66941787536916,-444.076959602642
1758607112.1037128,0.7644318506680048,-404.4787127367521,143.94100944793664,-445.4142744877529
1758607112.298261,0.7644318506680048,-404.4787127367521,-140.5034553405689,-460.23944408575574
1758607112.473995,0.7644318506680048,-404.4787127367521,-140.5034553405689,-460.23944408575574
1758607112.6445665,0.7644318506680048,-404.4787127367521,98.22010509659899,-451.59286443968244
